name	lat	lon
Oakland, OK	34.1	-96.794
Oklahoma City, OK	35.468	-97.516
Owasso, OK	36.27	-95.855
Ponca City, OK	36.707	-97.086
Salina, OK	36.293	-95.153
Sand Springs, OK	36.14	-96.109
Sapulpa, OK	35.999	-96.114
Seminole, OK	35.225	-96.671
Shawnee, OK	35.327	-96.925
Stillwater, OK	36.116	-97.058
Sulphur, OK	34.508	-96.968
Summit, OK	35.666	-95.423
Tahlequah, OK	35.915	-94.97
Tulsa, OK	36.154	-95.993
Union City, OK	35.392	-97.941
Wilson, OK	34.162	-97.426
Wilson, OK	35.508	-96.035
Yukon, OK	35.507	-97.763
Avondale, PA	39.823	-75.783
Brookhaven, PA	39.869	-75.382
Chambersburg, PA	39.938	-77.661
Chester, PA	39.85	-75.356
Drexel Hill, PA	39.947	-75.292
Fayetteville, PA	39.911	-77.55
Folsom, PA	39.89	-75.325
Georgetown, PA	39.938	-76.083
Hanover, PA	39.801	-76.983
Lima, PA	39.917	-75.44
Milford, PA	39.953	-79.104
Morrisville, PA	39.895	-80.162
Morton, PA	39.91	-75.324
Mount Pleasant, PA	39.734	-77.076
Norwood, PA	39.892	-75.3
Oxford, PA	39.785	-75.979
Parkville, PA	39.781	-76.963
Philadelphia, PA	39.952	-75.164
Shrewsbury, PA	39.769	-76.68
Springfield, PA	39.931	-75.32
Upland, PA	39.887	-75.774
Upland, PA	39.853	-75.383
West Chester, PA	39.961	-75.605
Windsor, PA	39.916	-76.584
York, PA	39.963	-76.728
Aiken, SC	33.56	-81.72
Allendale, SC	33.008	-81.308
Anderson, SC	34.503	-82.65
Arcadia, SC	34.958	-81.991
Belton, SC	34.523	-82.494
Berea, SC	34.885	-82.456
Buffalo, SC	34.726	-81.683
Burton, SC	32.436	-80.724
Camden, SC	34.247	-80.607
Centerville, SC	34.532	-82.704
Centerville, SC	32.996	-80.17
Central, SC	34.724	-82.781
Charleston, SC	32.777	-79.931
Chesterfield, SC	34.736	-80.088
Chester, SC	34.705	-81.214
Clearwater, SC	33.497	-81.892
Clinton, SC	34.473	-81.881
Columbia, SC	34.001	-81.035
Conway, SC	33.836	-79.048
Duncan, SC	34.938	-82.145
Easley, SC	34.83	-82.602
Elgin, SC	34.171	-80.794
Elgin, SC	34.673	-80.719
Florence, SC	34.195	-79.763
Gadsden, SC	33.846	-80.766
Garden City, SC	33.593	-79.009
Georgetown, SC	33.377	-79.295
Goose Creek, SC	32.981	-80.033
Great Falls, SC	34.575	-80.902
Green Bay, SC	33.015	-79.755
Greenville, SC	34.853	-82.394
Greenwood, SC	34.195	-82.162
Greer, SC	34.939	-82.227
Hanahan, SC	32.919	-80.022
Hollywood, SC	32.734	-80.242
Hopkins, SC	33.904	-80.877
Jackson, SC	33.325	-81.788
Johnston, SC	33.832	-81.801
Lakewood, SC	33.847	-80.35
Lancaster, SC	34.72	-80.771
Lexington, SC	33.982	-81.236
Liberty, SC	34.788	-82.692
Marion, SC	34.178	-79.401
Mauldin, SC	34.779	-82.31
Mount Pleasant, SC	32.794	-79.863
Myrtle Beach, SC	33.689	-78.887
Newport, SC	34.99	-81.101
North Augusta, SC	33.502	-81.965
North Charleston, SC	32.889	-80.008
Oak Grove, SC	33.778	-80.967
Oakland, SC	33.983	-80.488
Oakley, SC	33.124	-80.019
Parker, SC	34.851	-82.453
Pendleton, SC	34.652	-82.784
Pleasant Grove, SC	34.907	-82.233
Ridgeland, SC	32.481	-80.98
Rock Hill, SC	34.925	-81.025
Rossville, SC	34.603	-80.993
Saint Andrews, SC	34.045	-81.129
Saint George, SC	33.186	-80.576
Saint Matthews, SC	33.665	-80.778
Seven Oaks, SC	34.049	-81.146
Simpsonville, SC	34.737	-82.254
Socastee, SC	33.683	-78.998
Spartanburg, SC	34.95	-81.932
Springdale, SC	34.689	-80.786
Springdale, SC	33.959	-81.109
Saint Andrews, 	34.049	-81.103
Summerville, SC	33.019	-80.176
Sumter, SC	33.92	-80.341
Swansea, SC	33.738	-81.098
Taylors, SC	34.92	-82.296
Union, SC	34.715	-81.624
Utica, SC	34.678	-82.932
Wade Hampton, SC	34.904	-82.333
Westminster, SC	34.665	-83.097
Wildwood, SC	32.912	-80.036
York, SC	34.994	-81.242
Alamo, TN	35.785	-89.117
Altamont, TN	35.43	-85.723
Ardmore, TN	34.992	-86.847
Arlington, TN	35.296	-89.661
Athens, TN	35.443	-84.593
Bartlett, TN	35.205	-89.874
Benton, TN	35.174	-84.654
Bethany, TN	35.706	-85.854
Blaine, TN	36.154	-83.704
Bloomingdale, TN	36.585	-82.489
Brentwood, TN	36.033	-86.783
Brentwood Estates, TN	36.025	-86.779
Brighton, TN	35.08	-86.439
Brighton, TN	35.484	-89.725
Bristol, TN	36.595	-82.189
Brownsville, TN	35.594	-89.262
Camden, TN	36.059	-88.098
Centerville, TN	35.779	-87.467
Central, TN	36.326	-82.29
Central, TN	35.804	-89.537
Chapel Hill, TN	35.626	-86.693
Charlotte, TN	36.177	-87.34
Chattanooga, TN	35.046	-85.31
Clarksville, TN	36.53	-87.359
Cleveland, TN	35.16	-84.877
Clifton, TN	35.387	-87.995
Clinton, TN	36.103	-84.132
Collierville, TN	35.042	-89.665
Columbia, TN	35.615	-87.035
Cookeville, TN	36.163	-85.502
Covington, TN	35.564	-89.646
Dayton, TN	35.494	-85.012
Decatur, TN	35.515	-84.79
Dover, TN	36.488	-87.838
Dyer, TN	36.067	-88.994
Dyersburg, TN	36.035	-89.386
East Brainerd, TN	34.996	-85.15
East Chattanooga, TN	35.065	-85.249
East Cleveland, TN	35.161	-84.858
East Ridge, TN	35.014	-85.252
Englewood, TN	35.425	-84.487
Englewood, TN	36.367	-89.155
Farragut, TN	35.885	-84.154
Fayetteville, TN	35.152	-86.571
Forest Hills, TN	36.068	-86.844
Franklin, TN	35.925	-86.869
Gallatin, TN	36.388	-86.447
Germantown, TN	35.087	-89.81
Glenview, TN	36.128	-86.7
Goodlettsville, TN	36.323	-86.713
Greeneville, TN	36.163	-82.831
Greenfield, TN	36.153	-88.801
Harrison, TN	35.114	-85.138
Henderson, TN	35.439	-88.641
Hendersonville, TN	36.305	-86.62
Huntsville, TN	36.41	-84.49
Jackson, TN	35.615	-88.814
Jamestown, TN	36.428	-84.932
Jasper, TN	35.074	-85.626
Jefferson City, TN	36.122	-83.492
Johnson City, TN	36.313	-82.353
Kingsport, TN	36.548	-82.562
Kingston, TN	35.881	-84.509
Knoxville, TN	35.961	-83.921
La Vergne, TN	36.016	-86.582
Lafayette, TN	36.521	-86.026
Lafayette, TN	36.186	-85.716
Lakeland, TN	35.231	-89.74
Lakewood, TN	36.243	-86.636
Lebanon, TN	36.208	-86.291
Lexington, TN	35.651	-88.393
Linden, TN	35.617	-87.839
Livingston, TN	36.383	-85.323
Louisville, TN	35.822	-84.048
Madisonville, TN	35.52	-84.364
Manchester, TN	35.482	-86.089
Maryville, TN	35.756	-83.97
Mason, TN	35.412	-89.533
McMinnville, TN	35.683	-85.77
Medina, TN	35.803	-88.775
Memphis, TN	35.15	-90.049
Monterey, TN	36.148	-85.268
Morristown, TN	36.214	-83.295
Mount Juliet, TN	36.2	-86.519
Mount Pleasant, TN	35.534	-87.207
Murfreesboro, TN	35.846	-86.39
Nashville, TN	36.166	-86.784
New Hope, TN	35.005	-85.658
New South Memphis, TN	35.087	-90.057
Newport, TN	35.967	-83.188
Oak Grove, TN	35.606	-88.896
Oak Grove, TN	36.412	-82.425
Oak Hill, TN	36.088	-86.783
Oak Ridge, TN	36.01	-84.27
Oakland, TN	35.229	-89.515
Oakville, TN	35.065	-89.941
Plainview, TN	35.7	-86.345
Portland, TN	36.582	-86.516
Rutherford, TN	36.128	-88.986
Savannah, TN	35.225	-88.249
Seymour, TN	35.891	-83.725
Shelbyville, TN	35.483	-86.46
Smyrna, TN	35.983	-86.519
Somerville, TN	35.244	-89.35
Spring Hill, TN	35.751	-86.93
Springfield, TN	36.509	-86.885
Sunnyside, TN	36.383	-88.976
Trenton, TN	35.981	-88.941
Troy, TN	36.339	-89.164
Tullahoma, TN	35.362	-86.209
Union City, TN	36.424	-89.057
Watertown, TN	36.1	-86.132
Waverly, TN	36.084	-87.795
Wildwood, TN	35.804	-83.871
Winchester, TN	35.186	-86.112
Woodbury, TN	35.828	-86.072
Abilene, TX	32.449	-99.733
Addison, TX	32.962	-96.829
Alamo, TX	26.184	-98.123
Albany, TX	32.723	-99.297
Aldine, TX	29.932	-95.38
Alice, TX	27.752	-98.07
Allen, TX	33.103	-96.671
Alton, TX	26.287	-98.313
Alvin, TX	29.424	-95.244
Ames, TX	31.521	-97.779
Ames, TX	30.054	-94.744
Anderson, TX	30.487	-95.987
Angleton, TX	29.169	-95.432
Antioch, TX	32.313	-97.198
Arcadia, TX	29.383	-95.12
Arlington, TX	32.736	-97.108
Atascocita, TX	29.999	-95.177
Athens, TX	32.205	-95.856
Atlanta, TX	33.114	-94.164
Aurora, TX	33.061	-97.503
Austin, TX	30.267	-97.743
Balch Springs, TX	32.729	-96.623
Bartlett, TX	30.795	-97.426
Baytown, TX	29.735	-94.977
Beaumont, TX	30.086	-94.102
Bedford, TX	32.844	-97.143
Bellaire, TX	29.706	-95.459
Belton, TX	31.056	-97.464
Benbrook, TX	32.673	-97.461
Beverly, TX	31.525	-97.142
Beverly Hills, TX	31.522	-97.154
Bloomington, TX	28.648	-96.892
Bowie, TX	33.559	-97.849
Brenham, TX	30.167	-96.398
Bridgeport, TX	33.21	-97.755
Brownsville, TX	25.902	-97.497
Brownwood, TX	31.709	-98.991
Brushy Creek, TX	30.514	-97.74
Bryan, TX	30.674	-96.37
Buffalo, TX	31.464	-96.058
Burleson, TX	32.542	-97.321
Caldwell, TX	30.531	-96.693
Cameron Park, TX	25.965	-97.477
Canton, TX	32.557	-95.863
Canyon Lake, TX	29.875	-98.263
Carrollton, TX	32.954	-96.89
Cedar Hill, TX	32.588	-96.956
Cedar Park, TX	30.505	-97.82
Center Point, TX	33.092	-96.061
Centerville, TX	31.258	-95.978
Chandler, TX	32.308	-95.48
Channelview, TX	29.776	-95.115
Charlotte, TX	28.862	-98.706
Chico, TX	33.296	-97.799
Cibolo, TX	29.562	-98.227
Cinco Ranch, TX	29.739	-95.758
Clarksville, TX	33.611	-95.053
Clayton, TX	32.098	-94.475
Cleburne, TX	32.348	-97.387
Cleveland, TX	31.677	-99.254
Cleveland, TX	30.341	-95.085
Clifton, TX	31.782	-97.577
Cloverleaf, TX	29.778	-95.172
College Station, TX	30.628	-96.334
Colleyville, TX	32.881	-97.155
Collinsville, TX	33.562	-96.911
Columbus, TX	29.707	-96.54
Conroe, TX	30.312	-95.456
Converse, TX	29.518	-98.316
Coppell, TX	32.955	-97.015
Copperas Cove, TX	31.124	-97.903
Corinth, TX	33.154	-97.065
Corpus Christi, TX	27.801	-97.396
Corsicana, TX	32.095	-96.469
Cypress, TX	29.969	-95.697
Dallas, TX	32.783	-96.807
Dayton, TX	30.047	-94.885
DeSoto, TX	32.59	-96.857
Decatur, TX	33.234	-97.586
Deer Park, TX	29.705	-95.124
Denison, TX	33.756	-96.537
Denton, TX	33.215	-97.133
Dickinson, TX	29.461	-95.051
Donna, TX	26.17	-98.052
Dublin, TX	32.085	-98.342
Duncanville, TX	32.652	-96.908
Eagle Mountain, TX	32.893	-97.444
Eden, TX	31.216	-99.846
Edgewood, TX	32.698	-95.885
Edinburg, TX	26.302	-98.163
Elgin, TX	30.35	-97.37
Elkhart, TX	31.625	-95.579
Ennis, TX	32.329	-96.625
Euless, TX	32.837	-97.082
Fairfield, TX	31.725	-96.165
Farmers Branch, TX	32.927	-96.896
Florence, TX	30.841	-97.794
Flower Mound, TX	33.015	-97.097
Fort Worth, TX	32.725	-97.321
Four Corners, TX	29.669	-95.658
Franklin, TX	31.026	-96.485
Freeport, TX	28.954	-95.36
Fresno, TX	29.539	-95.447
Friendswood, TX	29.529	-95.201
Frisco, TX	33.151	-96.824
Gainesville, TX	33.626	-97.133
Gainesville, TX	30.678	-98.521
Galveston, TX	29.301	-94.798
Garfield, TX	30.187	-97.558
Garland, TX	32.913	-96.639
Gatesville, TX	31.435	-97.744
Georgetown, TX	30.633	-97.677
Graham, TX	33.107	-98.59
Grand Prairie, TX	32.746	-96.998
Grandview, TX	32.27	-97.179
Granger, TX	30.718	-97.443
Grapevine, TX	32.934	-97.078
Greenville, TX	33.138	-96.111
Greenwood, TX	33.381	-97.474
Groves, TX	29.948	-93.917
Haltom City, TX	32.8	-97.269
Hamilton, TX	31.704	-98.124
Harker Heights, TX	31.084	-97.66
Harlingen, TX	26.191	-97.696
Hempstead, TX	30.097	-96.078
Highland Park, TX	32.833	-96.792
Highland Village, TX	33.092	-97.047
Hillsboro, TX	32.011	-97.13
Holland, TX	30.878	-97.402
Houston, TX	29.763	-95.363
Hudson, TX	31.323	-94.778
Hudson, TX	29.902	-95.502
Humble, TX	29.999	-95.262
Huntington, TX	31.278	-94.577
Huntsville, TX	30.724	-95.551
Hurst, TX	32.823	-97.171
Irving, TX	32.814	-96.949
Jacksonville, TX	31.964	-95.27
Jasper, TX	30.92	-93.997
Johnson City, TX	30.277	-98.412
Keene, TX	32.397	-97.324
Kingsland, TX	30.658	-98.441
La Grange, TX	29.905	-96.877
Lake Worth, TX	32.805	-97.445
Lakeside, TX	32.822	-97.493
Lancaster, TX	32.592	-96.756
Lexington, TX	30.419	-97.012
Liberty, TX	30.058	-94.795
Linden, TX	33.012	-94.365
Livingston, TX	30.711	-94.933
Longview, TX	32.501	-94.74
Lumberton, TX	30.266	-94.2
Madisonville, TX	30.95	-95.912
Mansfield, TX	32.563	-97.142
Marion, TX	29.571	-98.14
Mason, TX	30.749	-99.231
Medina, TX	29.797	-99.246
Medina, TX	26.921	-99.259
Meridian, TX	31.923	-97.657
Mesquite, TX	32.767	-96.599
Mineola, TX	32.663	-95.488
Mount Pleasant, TX	33.157	-94.968
Mount Vernon, TX	33.189	-95.221
Mustang, TX	33.321	-96.903
Naples, TX	33.203	-94.68
Newark, TX	33.001	-97.484
Newton, TX	30.849	-93.757
Olney, TX	33.371	-98.753
Omaha, TX	33.181	-94.744
Onalaska, TX	30.806	-95.116
Orange, TX	30.093	-93.737
Palm Valley, TX	26.202	-97.754
Palmer, TX	32.431	-96.668
Parker, TX	33.055	-96.622
Pasadena, TX	29.691	-95.209
Pittsburg, TX	32.995	-94.966
Pleasanton, TX	28.967	-98.479
Portland, TX	27.877	-97.324
Princeton, TX	33.18	-96.498
Redland, TX	31.404	-94.721
Reno, TX	33.663	-95.462
Reno, TX	32.944	-97.577
Richmond, TX	29.582	-95.761
Rogers, TX	30.932	-97.227
Saginaw, TX	32.86	-97.364
Saint Paul, TX	33.041	-96.55
San Carlos, TX	26.296	-98.072
San Diego, TX	27.764	-98.239
San Marcos, TX	29.883	-97.941
Sanger, TX	33.363	-97.174
Santa Fe, TX	29.378	-95.106
Santa Rosa, TX	26.257	-97.825
Seabrook, TX	29.564	-95.025
Sebastian, TX	26.343	-97.79
Selma, TX	29.584	-98.306
Seymour, TX	33.594	-99.26
Shenandoah, TX	30.18	-95.456
Somerset, TX	29.226	-98.658
Somerville, TX	30.346	-96.528
Sparks, TX	30.929	-97.36
Spring Valley, TX	29.79	-95.504
Springfield, TX	31.66	-96.483
Sunnyvale, TX	32.797	-96.561
Taylor, TX	30.571	-97.409
Texarkana, TX	33.425	-94.048
Troy, TX	31.207	-97.303
Universal City, TX	29.548	-98.291
University Park, TX	32.85	-96.8
West Orange, TX	30.082	-93.758
White Oak, TX	32.528	-94.861
Whitney, TX	31.952	-97.321
Wildwood, TX	30.524	-94.442
Woodstock, TX	33.558	-94.463
Alexandria, VA	38.805	-77.047
Amherst, VA	37.585	-79.051
Arlington, VA	38.881	-77.104
Ashland, VA	37.759	-77.48
Bedford, VA	37.334	-79.523
Bellwood, VA	37.422	-77.437
Belmont, VA	39.065	-77.51
Bowling Green, VA	38.05	-77.347
Bridgewater, VA	38.382	-78.977
Bristol, VA	36.596	-82.188
Carrollton, VA	36.947	-76.561
Castlewood, VA	36.89	-82.28
Cherry Hill, VA	38.57	-77.267
Chester, VA	37.357	-77.442
Chesterfield, VA	37.377	-77.506
Clarksville, VA	36.624	-78.557
Collinsville, VA	36.715	-79.915
Concord, VA	37.343	-78.975
Covington, VA	37.793	-79.994
Cumberland, VA	37.496	-78.245
Danville, VA	36.586	-79.395
Dayton, VA	38.415	-78.939
Dublin, VA	37.106	-80.685
Edinburg, VA	38.821	-78.566
Elkton, VA	38.408	-78.624
Emporia, VA	36.686	-77.542
Fort Lee, VA	37.496	-77.335
Franklin, VA	36.678	-76.922
Gainesville, VA	38.796	-77.614
Great Falls, VA	38.998	-77.288
Gretna, VA	36.954	-79.359
Hanover, VA	37.767	-77.37
Huntington, VA	38.792	-77.071
Kings Park, VA	38.806	-77.243
Lakeside, VA	37.608	-77.477
Lancaster, VA	37.77	-76.466
Laurel, VA	37.643	-77.509
Lawrenceville, VA	36.758	-77.847
Lebanon, VA	36.901	-82.08
Leesburg, VA	39.116	-77.564
Lexington, VA	37.784	-79.443
Lyndhurst, VA	38.029	-78.945
Madison, VA	38.38	-78.257
Madison Heights, VA	37.431	-79.123
Marion, VA	36.835	-81.515
Middletown, VA	39.028	-78.281
Montclair, VA	38.611	-77.34
Monterey, VA	38.412	-79.581
Montrose, VA	37.521	-77.378
New Castle, VA	37.5	-80.111
Norfolk, VA	36.847	-76.285
Norton, VA	36.933	-82.629
Oak Grove, VA	38.984	-77.404
Orange, VA	38.245	-78.111
Portsmouth, VA	36.835	-76.298
Richmond, VA	37.554	-77.46
Rocky Mount, VA	36.998	-79.892
Salem, VA	37.293	-80.055
Shenandoah, VA	38.485	-78.625
Smithfield, VA	36.982	-76.631
South Boston, VA	36.699	-78.901
South Hill, VA	36.727	-78.129
Springfield, VA	38.789	-77.187
Springville, VA	37.197	-81.403
Sterling, VA	39.006	-77.429
Stuart, VA	36.641	-80.266
Washington, VA	38.713	-78.159
Waverly, VA	37.036	-77.095
West Springfield, VA	38.773	-77.221
Winchester, VA	39.186	-78.163
Windsor, VA	36.808	-76.744
Woodbridge, VA	38.658	-77.25
Woodlawn, VA	36.722	-80.823
Woodlawn, VA	38.717	-77.133
Woodstock, VA	38.882	-78.506
Athens, WV	37.422	-81.016
Bethlehem, WV	39.392	-80.281
Bradley, WV	37.865	-81.194
Bridgeport, WV	39.286	-80.256
Brookhaven, WV	39.612	-79.905
Buffalo, WV	38.618	-81.982
Charleston, WV	38.35	-81.633
Elizabeth, WV	39.063	-81.395
Fayetteville, WV	38.053	-81.104
Franklin, WV	38.643	-79.331
Glendale, WV	39.949	-80.754
Grafton, WV	39.341	-80.019
Huntington, WV	38.419	-82.445
Logan, WV	37.849	-81.993
Madison, WV	38.067	-81.819
Milton, WV	38.435	-82.132
Montgomery, WV	38.18	-81.328
Oak Hill, WV	37.972	-81.149
Point Pleasant, WV	38.845	-82.137
Princeton, WV	37.366	-81.103
Salem, WV	39.283	-80.559
Union, WV	37.592	-80.544
Washington, WV	39.261	-81.672
Wayne, WV	38.221	-82.442
Weston, WV	39.038	-80.467
Williamstown, WV	39.401	-81.448
Sherwood, AR	34.815	-92.224
Franklin, IN	39.481	-86.055
Newton, IL	38.991	-88.163
Rosedale, MS	33.853	-91.028
Florence, NJ	39.734	-74.918
Independence, VA	36.622	-81.151
Bay City, TX	28.983	-95.969
Alexandria, AL	33.774	-85.886
Ardmore, 	34.992	-86.847
Athens, AL	34.803	-86.972
Ashland, AL	33.274	-85.836
Auburn, AL	32.61	-85.481
Canton, IL	40.558	-90.035
Deer Park, IL	41.295	-89.036
Crystal Lake, CT	41.932	-72.378
Darien, CT	41.079	-73.469
Rockland, ME	44.104	-69.109
Union, ME	44.211	-69.274
Edina, MO	40.168	-92.173
Derby, CT	41.321	-73.089
Durham, CT	41.482	-72.681
Camden, OH	41.238	-82.306
Newark, WI	42.542	-89.228
Fairfield, CT	41.141	-73.264
Farmington, CT	41.72	-72.832
Georgetown, CT	41.256	-73.435
Madison, CT	41.28	-72.598
Manchester, CT	41.776	-72.521
Middletown, CT	41.562	-72.651
Milford, CT	41.222	-73.057
New Milford, CT	41.577	-73.408
Norwalk, CT	41.118	-73.408
Oakville, CT	41.593	-73.085
Orange, CT	41.278	-73.026
Oxford, CT	41.434	-73.117
Plainfield, CT	41.676	-71.915
Plymouth, CT	41.672	-73.053
Portland, CT	41.573	-72.641
Riverside, CT	41.034	-73.578
Rockville, CT	41.867	-72.45
Seymour, CT	41.397	-73.076
Sterling, CT	41.708	-71.829
Watertown, CT	41.606	-73.118
West Hartford, CT	41.762	-72.742
West Haven, CT	41.271	-72.947
West Torrington, CT	41.818	-73.144
Westport, CT	41.141	-73.358
Wethersfield, CT	41.714	-72.653
Willimantic, CT	41.711	-72.208
Windham, CT	41.7	-72.157
Wolcott, CT	41.602	-72.987
Woodbridge, CT	41.353	-73.008
Woodbury, CT	41.545	-73.209
Akron, IA	42.829	-96.559
Alton, IA	42.987	-96.011
Altoona, IA	41.644	-93.465
Ames, IA	42.035	-93.62
Ankeny, IA	41.73	-93.606
Bedford, IA	40.667	-94.721
Bellevue, IA	42.259	-90.423
Bettendorf, IA	41.524	-90.516
Bloomfield, IA	40.752	-92.415
Boone, IA	42.06	-93.88
Brooklyn, IA	41.734	-92.445
Buffalo, IA	41.456	-90.723
Burlington, IA	40.808	-91.113
Canby, IA	41.417	-94.567
Carlisle, IA	41.501	-93.491
Cedar Falls, IA	42.528	-92.445
Cedar Rapids, IA	42.008	-91.644
Center Point, IA	42.191	-91.785
Centerville, IA	40.734	-92.874
Centerville, IA	42.093	-93.936
Clarksville, IA	42.785	-92.668
Clinton, IA	41.844	-90.189
Clive, IA	41.603	-93.724
Coon Rapids, IA	41.871	-94.677
Coralville, IA	41.676	-91.58
Council Bluffs, IA	41.262	-95.861
Davenport, IA	41.524	-90.578
Denison, IA	42.018	-95.355
Denver, IA	42.671	-92.337
Des Moines, IA	41.601	-93.609
Dubuque, IA	42.501	-90.665
Durant, IA	41.6	-90.911
Fairfield, IA	41.009	-91.963
Fort Dodge, IA	42.497	-94.168
Garner, IA	43.102	-93.602
Gilbert, IA	42.107	-93.65
Granger, IA	41.761	-93.824
Greenfield, IA	41.305	-94.461
Hastings, IA	41.023	-95.499
Henderson, IA	41.141	-95.431
Highview, IA	42.472	-93.904
Hudson, IA	42.407	-92.455
Independence, IA	42.469	-91.889
Indianapolis, IA	41.397	-92.434
Iowa City, IA	41.661	-91.53
Johnston, IA	41.673	-93.698
Knoxville, IA	41.321	-93.109
Logan, IA	41.643	-95.789
Manchester, IA	42.484	-91.455
Marion, IA	42.034	-91.598
Marshalltown, IA	42.049	-92.908
Mason City, IA	43.154	-93.201
Milford, IA	43.325	-95.15
Monroe, IA	41.522	-93.102
Mount Pleasant, IA	40.964	-91.558
Mount Vernon, IA	41.922	-91.417
Muscatine, IA	41.424	-91.043
Nashua, IA	42.953	-92.536
Newton, IA	41.7	-93.048
Norwalk, IA	41.476	-93.679
Oakland, IA	42.581	-93.443
Oakland, IA	41.309	-95.397
Ogden, IA	42.039	-94.028
Ottumwa, IA	41.02	-92.411
Pleasant Hill, IA	41.584	-93.52
Pleasantville, IA	41.386	-93.269
Racine, IA	42.47	-93.329
Scranton, IA	42.022	-94.545
Shenandoah, IA	40.766	-95.372
Sidney, IA	40.748	-95.647
Sioux City, IA	42.5	-96.4
Solon, IA	41.807	-91.494
Springville, IA	42.059	-91.443
Stuart, IA	41.503	-94.319
Tiffin, IA	41.706	-91.663
Toledo, IA	41.996	-92.577
Urbana, IA	42.224	-91.874
Urbandale, IA	41.627	-93.712
Washington, IA	41.299	-91.693
Waterloo, IA	42.493	-92.343
Waverly, IA	42.726	-92.475
West Des Moines, IA	41.572	-93.745
Wilton, IA	41.589	-91.017
Addison, IL	41.932	-87.989
Algonquin, IL	42.166	-88.294
Alsip, IL	41.669	-87.739
Antioch, IL	42.477	-88.096
Arlington Heights, IL	42.088	-87.981
Atlanta, IL	40.259	-89.233
Aurora, IL	41.761	-88.32
Barrington, IL	42.154	-88.136
Bartlett, IL	41.995	-88.186
Batavia, IL	41.85	-88.313
Bellevue, IL	40.684	-89.68
Bellwood, IL	41.881	-87.883
Belvidere, IL	42.264	-88.844
Bensenville, IL	41.955	-87.94
Berkeley, IL	41.889	-87.903
Berwyn, IL	41.851	-87.794
Bloomingdale, IL	41.958	-88.081
Bloomington, IL	40.484	-88.994
Blue Island, IL	41.657	-87.68
Bolingbrook, IL	41.699	-88.068
Bourbonnais, IL	41.142	-87.875
Bradley, IL	41.142	-87.861
Bridgeview, IL	41.75	-87.804
Brookfield, IL	41.824	-87.852
Buffalo Grove, IL	42.151	-87.96
Burbank, IL	41.734	-87.78
Calumet City, IL	41.616	-87.529
Cambridge, IL	41.304	-90.193
Campbell, IL	40.191	-87.579
Carol Stream, IL	41.913	-88.135
Carpentersville, IL	42.121	-88.258
Cary, IL	42.212	-88.238
Champaign, IL	40.116	-88.243
Chatsworth, IL	40.754	-88.292
Chicago, IL	41.85	-87.65
Chicago Heights, IL	41.506	-87.636
Cicero, IL	41.846	-87.754
Clifton, IL	40.935	-87.934
Clinton, IL	40.154	-88.965
Colchester, IL	40.426	-90.793
Cortland, IL	41.92	-88.689
Country Club Hills, IL	41.568	-87.72
Crest Hill, IL	41.555	-88.099
Creve Coeur, IL	40.647	-89.591
Crystal Lake, IL	42.241	-88.316
Danvers, IL	40.529	-89.177
Danville, IL	40.124	-87.63
Darien, IL	41.752	-87.974
DeKalb, IL	41.929	-88.75
Deer Park, IL	42.161	-88.081
Deerfield, IL	42.171	-87.845
Des Plaines, IL	42.033	-87.883
Dixon, IL	41.839	-89.48
Dolton, IL	41.639	-87.607
Downers Grove, IL	41.809	-88.011
East Moline, IL	41.501	-90.444
East Peoria, IL	40.666	-89.58
El Paso, IL	40.739	-89.016
Elgin, IL	42.037	-88.281
Elk Grove Village, IL	42.004	-87.97
Elmhurst, IL	41.899	-87.94
Elmwood Park, IL	41.921	-87.809
Erie, IL	41.656	-90.079
Eureka, IL	40.721	-89.273
Evanston, IL	42.041	-87.69
Evergreen Park, IL	41.721	-87.702
Fairfield, IL	42.219	-88.061
Farmington, IL	40.698	-90.006
Farmington, IL	41.945	-88.316
Forest Lake, IL	42.208	-88.056
Forest Park, IL	41.879	-87.814
Frankfort, IL	41.496	-87.849
Franklin Park, IL	41.935	-87.866
Freeport, IL	42.297	-89.621
Galesburg, IL	40.948	-90.371
Gardner, IL	41.186	-88.31
Geneva, IL	41.888	-88.305
Georgetown, IL	42.14	-89.829
Glen Ellyn, IL	41.878	-88.067
Glenview, IL	42.07	-87.788
Goodings Grove, IL	41.629	-87.931
Grayslake, IL	42.344	-88.042
Gurnee, IL	42.37	-87.902
Hamilton, IL	40.396	-91.339
Hanover Park, IL	41.999	-88.145
Harvey, IL	41.61	-87.647
Highland Park, IL	42.182	-87.8
Hillside, IL	41.878	-87.903
Hinsdale, IL	41.801	-87.937
Hoffman Estates, IL	42.043	-88.08
Homer Glen, IL	41.6	-87.938
Homewood, IL	41.557	-87.666
Hudson, IL	40.606	-88.987
Huntley, IL	42.168	-88.428
Joliet, IL	41.525	-88.082
Kankakee, IL	41.12	-87.861
Kingston, IL	42.1	-88.759
Kirkland, IL	42.093	-88.851
Knoxville, IL	40.908	-90.285
La Grange, IL	41.805	-87.869
Lake Forest, IL	42.259	-87.841
Lake Zurich, IL	42.197	-88.093
Lake in the Hills, IL	42.182	-88.33
Lakewood, IL	42.229	-88.355
Lansing, IL	41.565	-87.539
Lemont, IL	41.674	-88.002
Lexington, IL	40.641	-88.783
Libertyville, IL	42.283	-87.953
Lincoln, IL	40.148	-89.365
Lindenhurst, IL	42.411	-88.026
